mid,pid,jid,credit,role
tt2267998,nm3860305,3,,Greta
tt2267998,nm2933542,3,,Jeff
tt2267998,nm0000688,3,,Sharon Schieber
tt2267998,nm0635851,3,,Officer
tt2267998,nm0574535,3,,Donnelly
tt2267998,nm0446964,3,,Bill Dunne
tt2267998,nm1137659,3,,Shawna Kelly
tt2267998,nm6021226,3,,Walter (as RL Pete Housman)
tt2267998,nm1842419,3,,Kelly Capitono (as Lynn Adrianna)
tt2267998,nm0040992,3,,FBI
tt2267998,nm0177970,3,,Mustached Man
tt2267998,nm1685386,3,,Above-It-All Journalist
tt2267998,nm3229020,3,,Nervous Intern
tt2267998,nm4502420,3,,Security Guard
tt2267998,nm2458843,3,,Fashionista
tt2267998,nm1351573,3,,Female Officer
tt2267998,nm0861583,3,,Doctor
tt2267998,nm3113166,3,,Earnest Girl
tt2267998,nm0834633,3,,Maureen Dunne
tt2267998,nm0178539,3,,Friend 1
tt2267998,nm6204259,3,,Friend 2
tt2267998,nm2850568,3,,Guard
tt2267998,nm4455312,3,,Tweaker Teen 1
tt2267998,nm2777571,3,,Tweaker Teen 2
tt2267998,nm2090498,3,,Jason
tt2267998,nm1451905,3,,Airport Traveler
tt2267998,nm1956106,3,,Producer
tt2267998,nm4016223,3,,Lauren Nevens
tt2267998,nm6230946,3,,Reporter One
tt2267998,nm2474005,3,,Reporter
tt2267998,nm1058940,3,,Tommy O'Hara
tt0096874,nm0000709,1,,
tt0096874,nm0000709,2,characters,
tt0096874,nm0301826,2,characters,
tt0096874,nm0000709,2,story,
tt0096874,nm0301826,2,story,
tt0096874,nm0301826,2,screenplay,
tt0096874,nm0000150,3,,Marty McFly / Marty McFly Jr. / Marlene McFly
tt0096874,nm0000502,3,,Dr. Emmett Brown
tt0096874,nm0000670,3,,Lorraine
tt0096874,nm0001855,3,,Biff Tannen / Griff
tt0096874,nm0000223,3,,Jennifer
tt0096874,nm0866055,3,,Strickland
tt0096874,nm0919297,3,,George McFly
tt0096874,nm0797150,3,,3-D
tt0096874,nm0000708,3,,Match
tt0096874,nm0169454,3,,Skinhead
tt0096874,nm0281486,3,,Terry
tt0096874,nm0262721,3,,'Michael Jackson' Video Waiter (as E. Casanova Evans)
tt0096874,nm0462332,3,,'Ronald Reagan' Video Waiter
tt0096874,nm0315654,3,,'Ayatollah Khomeini' Video Waiter
tt0096874,nm0517648,3,,Data
tt0096874,nm0900877,3,,Spike
tt0096874,nm0001462,3,,Whitey
tt0096874,nm0000704,3,,Video Game Boy
tt0096874,nm0861546,3,,Video Game Boy
tt0096874,nm0777464,3,,Hoverboard Girl #1
tt0096874,nm0058072,3,,Hoverboard Girl #2
tt0096874,nm0654023,3,,Antique Store Saleswoman
tt0096874,nm0931722,3,,Officer Foley (as Stephanie E. Williams)
tt0096874,nm0506536,3,,Cab Driver
tt0096874,nm0281359,3,,Needles
tt0096874,nm0410918,3,,Fujitsu (as James Ishida)
tt0096874,nm0083489,3,,Loretta
tt0096874,nm0924424,3,,Dad
tt0096874,nm0266805,3,,Mom
tt0096874,nm0403034,3,,Harold
tt0096874,nm0002668,3,,Bum (as Buck Flower)
tt0096874,nm0743719,3,,Museum Narrator (voice)
tt0096874,nm0140231,3,,Jacuzzi Girl #1
tt0096874,nm0197926,3,,Jacuzzi Girl #2 (as Tracy D'Aldia)
tt0096874,nm0113822,3,,Basketball Kid #1
tt0096874,nm0143632,3,,Basketball Kid #2
tt0096874,nm0338611,3,,Basketball Kid #3
tt0096874,nm0600990,3,,Basketball Kid #4
tt0096874,nm0818942,3,,Basketball Kid #5
tt0096874,nm0293483,3,,Babs
tt0096874,nm0260008,3,,Radio Sportscaster (voice)
tt0096874,nm0914023,3,,Marvin Berry
tt0096874,nm0113379,3,,Starlighter
tt0096874,nm0859594,3,,Starlighter
tt0096874,nm0865879,3,,Starlighter
tt0096874,nm0949587,3,,Starlighter
tt0096874,nm0543019,3,,CPR Kid
tt0096874,nm0280886,3,,Western Union Man
tt0096874,nm1330430,3,,Einstein
tt0096874,nm0000417,3,,George McFly (archive footage)
tt0371746,nm0269463,1,,
tt0371746,nm1318843,2,screenplay,
tt0371746,nm1319757,2,screenplay,
tt0371746,nm1436466,2,screenplay,
tt0371746,nm0391344,2,screenplay,
tt0371746,nm0498278,2,characters,
tt0371746,nm1411347,2,characters,
tt0371746,nm1293367,2,characters,
tt0371746,nm0456158,2,characters,
tt0371746,nm0000375,3,,Tony Stark
tt0371746,nm0005024,3,,Rhodey
tt0371746,nm0000313,3,,Obadiah Stane
tt0371746,nm0000569,3,,Pepper Potts
tt0371746,nm0004753,3,,Christine Everhart
tt0371746,nm0869467,3,,Yinsen
tt0371746,nm0846687,3,,Raza
tt0371746,nm0163988,3,,Agent Coulson
tt0371746,nm0810488,3,,General Gabriel
tt0371746,nm0046223,3,,Abu Bakaar
tt0371746,nm0079273,3,,JARVIS (voice)
tt0371746,nm0269463,3,,Hogan
tt0371746,nm0082526,3,,William Ginter Riva
tt0371746,nm0347375,3,,Major Allen
tt0371746,nm0528164,3,,Award Ceremony Narrator (voice)
tt0371746,nm0603780,3,,Guard
tt0371746,nm0434879,3,,Guard
tt0371746,nm0435771,3,,Guard (as Daston Kalili)
tt0371746,nm2789241,3,,Guard (as Ido Ezra)
tt0371746,nm1080555,3,,Jimmy
tt0371746,nm2111652,3,,Pratt (as Garrett Noel)
tt0371746,nm0918814,3,,Ramirez
tt0371746,nm0014135,3,,Ahmed
tt0371746,nm2390252,3,,Omar
tt0371746,nm0761562,3,,Howard Stark
tt0371746,nm0726601,3,,Viper 1
tt0371746,nm1212050,3,,Viper 2
tt0371746,nm2258164,3,,Amira Ahmed
tt0371746,nm2987980,3,,Colonel Craig
tt0371746,nm2987240,3,,Dealer at Craps Table
tt0371746,nm1680105,3,,Woman at Craps Table (as Stacy Stas)
tt0371746,nm2246617,3,,Woman at Craps Table
tt0371746,nm1386651,3,,Engineer (as Dr. Frank Nyi)
tt0371746,nm0430096,3,,Air Force Officer
tt0371746,nm1977586,3,,Jim Cramer
tt0371746,nm0262719,3,,Woman In SUV (as Donna Evans Merlo)
tt0371746,nm1735719,3,,Kid in SUV
tt0371746,nm2988527,3,,Kid in SUV
tt0371746,nm1771540,3,,Kid in SUV
tt0371746,nm2655812,3,,Kid in SUV
tt0371746,nm1023022,3,,Kid in SUV (as Callie Marie Croughwell)
tt0371746,nm2930275,3,,Gulmira Kid
tt0371746,nm1892588,3,,Gulmira Mom
tt0371746,nm0640148,3,,Reporter
tt0371746,nm1286077,3,,Reporter
tt0371746,nm0621244,3,,Reporter
tt0371746,nm1797112,3,,Reporter
tt0371746,nm2164693,3,,Flight Attendant (as Ricki Noel Lander)
tt0371746,nm1822910,3,,Flight Attendant
tt0371746,nm1477097,3,,Flight Attendant
tt0371746,nm0498278,3,,Stan Lee
tt0371746,nm2988617,3,,Air Force Lieutenant
tt0371746,nm1932193,3,,Zorianna Kit
tt0371746,nm0455698,3,,Stan's Girl
tt0371746,nm2738616,3,,Stan's Girl
tt0371746,nm2502264,3,,Stan's Girl
tt0371746,nm0876266,3,,Stan's Girl
tt0371746,nm0341377,3,,CAOC Analyst
tt0371746,nm0367176,3,,CAOC Analyst
tt0371746,nm1275916,3,,CAOC Analyst
tt0371746,nm1084018,3,,CAOC Analyst
tt0075314,nm0000217,1,,
tt0075314,nm0001707,2,written by,
tt0075314,nm0007958,3,,Concession Girl (as Diahnne Abbot)
tt0075314,nm0012524,3,,Angry Black Man
tt0075314,nm0034519,3,,Melio (as Vic Argo)
tt0075314,nm0034082,3,,Policeman at Rally
tt0075314,nm0043039,3,,Iris' Friend
tt0075314,nm0001967,3,,Wizard
tt0075314,nm0000983,3,,Tom
tt0075314,nm0169903,3,,Cabbie in Bellmore
tt0075314,nm0192276,3,,Hooker in Cab
tt0075314,nm0000134,3,,Travis Bickle (as Robert DeNiro)
tt0075314,nm0225734,3,,Soap Opera Woman
tt0075314,nm0279206,3,,Dispatcher
tt0075314,nm0000149,3,,Iris
tt0075314,nm0335580,3,,Stick-Up Man
tt0075314,nm0364997,3,,Charles Palantine
tt0075314,nm0383554,3,,Tall Secret Service Man
tt0075314,nm0443480,3,,Soap Opera Man
tt0075314,nm0000172,3,,Sport
tt0075314,nm0536312,3,,Secret Service Photographer (as Vic Magnotta)
tt0075314,nm0549475,3,,Mafioso (as Robert Maroff)
tt0075314,nm0559157,3,,Charlie T.
tt0075314,nm0591431,3,,Tom's Assistant
tt0075314,nm0609231,3,,Iris' Time Keeper (as Murray Mosten)
tt0075314,nm0636140,3,,Doughboy
tt0075314,nm0658007,3,,Street Drummer
tt0075314,nm0688116,3,,Campaign Worker (as Carey Poe)
tt0075314,nm2402623,3,,"Andy, Gun Salesman"
tt0075314,nm0678014,3,,The John
tt0075314,nm0000217,3,,Passenger Watching Silhouette
tt0075314,nm0001732,3,,Betsy
tt0075314,nm0793234,3,,Palantine Aide (as Robert Shields)
tt0075314,nm0802326,3,,T.V. Interviewer (as Ralph Singleton)
tt0075314,nm0818874,3,,Personnel Officer
tt0075314,nm0877736,3,,Angry Hooker on Street
tt0075314,nm0882589,3,,Campaign Worker
tt0086250,nm0000361,1,,
tt0086250,nm0000231,2,screenplay by,
tt0086250,nm0001328,2,1932 screenplay,
tt0086250,nm0372942,2,1932 screenplay,
tt0086250,nm0870660,2,based on the novel by,
tt0086250,nm0000199,3,,Tony Montana
tt0086250,nm0000874,3,,Manny Ribera
tt0086250,nm0000201,3,,Elvira
tt0086250,nm0001512,3,,Gina
tt0086250,nm0005162,3,,Frank Lopez
tt0086250,nm0173125,3,,Mama Montana
tt0086250,nm0000719,3,,Omar
tt0086250,nm0791502,3,,Alejandro Sosa
tt0086250,nm0950867,3,,Bernstein
tt0086250,nm0757774,3,,Chi Chi
tt0086250,nm0763274,3,,Ernie
tt0086250,nm0785277,3,,Angel
tt0086250,nm0602930,3,,Nick The Pig
tt0086250,nm0411436,3,,Hector The Toad
tt0086250,nm0389971,3,,Banker
tt0086250,nm0546797,3,,Shadow
tt0086250,nm0020162,3,,Sheffield
tt0086250,nm0071160,3,,Seidelbaum
tt0086250,nm0001938,3,,M.C. at Babylon Club
tt0086250,nm0260861,3,,Luis
tt0086250,nm0104777,3,,Immigration Officer #3
tt0086250,nm0673637,3,,Immigration Officer #2
tt0086250,nm0808273,3,,Immigration Officer #1
tt0086250,nm0021741,3,,Dr. Munoz
tt0086250,nm0057006,3,,Cuban Refugee
tt0086250,nm0071471,3,,Gutierrez Child
tt0086250,nm0101050,3,,Miriam (as Dawnell Bowers)
tt0086250,nm0131744,3,,Saleslady
tt0086250,nm0133341,3,,Ronnie Echevierra
tt0086250,nm0134093,3,,Marielito
tt0086250,nm0140086,3,,Shooter
tt0086250,nm0140390,3,,Pedro Quinn
tt0086250,nm0141715,3,,Vic Phillips
tt0086250,nm0143313,3,,Driver
tt0086250,nm0148869,3,,Shooter #1 (as Gary Cervantes)
tt0086250,nm0149118,3,,Matos
tt0086250,nm0176196,3,,Miguel Echevierra (as John Contardo)
tt0086250,nm0176548,3,,Rebenga
tt0086250,nm0179641,3,,Taco stand cook
tt0086250,nm0190327,3,,Shooter #2 (as Gregory N. Cruz)
tt0086250,nm0195210,3,,General Strasser (as Dante D'André)
tt0086250,nm0217621,3,,Fernando
tt0086250,nm0229566,3,,Octavio The Clown
tt0086250,nm3522346,3,,Maitre d'
tt0086250,nm0296370,3,,Male Patron
tt0086250,nm0296371,3,,Taco Stand Customer
tt0086250,nm0303788,3,,Helicopter Pilot
tt0086250,nm0410576,3,,Cuban Refugee
tt0086250,nm0430692,3,,Car Salesman (as Ronald Joseph)
tt0086250,nm0532478,3,,Interviewer
tt0086250,nm0549368,3,,Nacho 'El Gordo'
tt0086250,nm0551524,3,,Nacho's Bodyguard
tt0086250,nm0564883,3,,Bank Spokesman
tt0086250,nm0579089,3,,Gina's Killer
tt0086250,nm0587637,3,,Ariel Bleyer
tt0086250,nm0602766,3,,Waldo
tt0086250,nm0120878,3,,Gaspar's Bodyguard
tt0086250,nm0632836,3,,Gutierrez Child
tt0086250,nm0655693,3,,Kid #2
tt0086250,nm0659621,3,,Driver
tt0086250,nm0668169,3,,Mrs. Gutierrez (as Ilka Payan)
tt0086250,nm0673450,3,,Marta
tt0086250,nm0745606,3,,Monsignor
tt0086250,nm0755745,3,,Cuban Refugee
tt0086250,nm0798316,3,,The Skull
tt0086250,nm0846408,3,,Kid #1
tt0086250,nm0848596,3,,Helicopter Pilot (as Chuck Tamburo)
tt0086250,nm0869939,3,,Cuban Refugee
tt0086250,nm0886067,3,,Gaspar Gomez (as Robert Van den Berg)
tt0086250,nm0945943,3,,Cuban Man
tt0086250,nm0007406,3,,Woman at Babylon Club
tt0086250,nm0028793,3,,Woman at Babylon Club
tt0086250,nm0049893,3,,Woman at Babylon Club
tt0086250,nm0072946,3,,Woman at Babylon Club (as Rosa Lee Benton)
tt0086250,nm0122998,3,,Woman at Babylon Club
tt0086250,nm0165096,3,,Woman at Babylon Club
tt0086250,nm0188199,3,,Woman at Babylon Club
tt0086250,nm0446633,3,,Woman at Babylon Club
tt0086250,nm0493663,3,,Woman at Babylon Club
tt0086250,nm0189536,3,,Woman at Babylon Club (as Emilia Lesniak)
tt0086250,nm0538338,3,,Woman at Babylon Club
tt0086250,nm0605030,3,,Woman at Babylon Club
tt0086250,nm0724464,3,,Woman at Babylon Club
tt0086250,nm0799862,3,,Woman at Babylon Club
tt0086250,nm0853246,3,,Woman at Babylon Club
tt0086250,nm0011974,3,,Woman at Babylon Club
tt0086250,nm0441772,3,,Woman at Babylon Club
tt0086250,nm0513046,3,,Woman at Babylon Club (as Jeanette Linné)
tt0086250,nm0584432,3,,Woman at Babylon Club
tt0086250,nm0761300,3,,Woman at Babylon Club
tt0086250,nm0002240,3,,Woman at Babylon Club (as Kathy Shea)
tt0086250,nm0937857,3,,Woman at Babylon Club
tt0078748,nm0000631,1,,
tt0078748,nm0639321,2,screenplay by,
tt0078748,nm0639321,2,story by,
tt0078748,nm0795953,2,story by,
tt0078748,nm0000643,3,,Dallas
tt0078748,nm0000244,3,,Ripley
tt0078748,nm0001021,3,,Lambert
tt0078748,nm0001765,3,,Brett
tt0078748,nm0000457,3,,Kane
tt0078748,nm0000453,3,,Ash
tt0078748,nm0001433,3,,Parker
tt0078748,nm0045993,3,,Alien
tt0078748,nm0395600,3,,Mother (voice)
tt0470752,nm0307497,1,,
tt0470752,nm0307497,2,written by,
tt0470752,nm1727304,3,,Caleb
tt0470752,nm2539953,3,,Ava
tt0470752,nm1209966,3,,Nathan
tt0470752,nm4420495,3,,Kyoko
tt0470752,nm0424819,3,,Jay
tt0470752,nm7048733,3,,Lily
tt0470752,nm5883179,3,,Jasmine (as Symara Templeman)
tt0470752,nm7232418,3,,Jade
tt0470752,nm4031531,3,,Katya
tt0470752,nm6045387,3,,Amber (as Lina Alminas)
tt4633694,nm2130108,1,,
tt4633694,nm0709056,1,,
tt4633694,nm0745247,1,,
tt4633694,nm0520488,2,screenplay by,
tt4633694,nm0745247,2,screenplay by,
tt4633694,nm0520488,2,story by,
tt4633694,nm4271336,3,,Miles Morales (voice)
tt4633694,nm2159926,3,,Peter B. Parker (voice)
tt4633694,nm2794962,3,,Gwen Stacy (voice)
tt4633694,nm0991810,3,,Uncle Aaron (voice)
tt4633694,nm3109964,3,,Jefferson Davis (voice)
tt4633694,nm0005499,3,,Aunt May (voice)
tt4633694,nm0904967,3,,Rio Morales (voice)
tt4633694,nm2368789,3,,Mary Jane (voice)
tt4633694,nm1825214,3,,Spider-Ham (voice)
tt4633694,nm4733752,3,,Peni Parker (voice)
tt4633694,nm0000115,3,,Spider-Man Noir (voice)
tt4633694,nm1063517,3,,Doc Ock (voice)
tt4633694,nm0000630,3,,Wilson Fisk (voice)
tt4633694,nm1517976,3,,Peter Parker (voice)
tt4633694,nm2295540,3,,Miss Calleros (voice)
tt4633694,nm2430511,3,,Brooklyn Visions Security Guard (voice)
tt4633694,nm1209966,3,,Interesting Person #1 (voice)
tt4633694,nm2336966,3,,Interesting Person #2 (voice)
tt4633694,nm0498278,3,,Stan (voice)
tt4633694,nm1672246,3,,Green Goblin / Last Dude (voice)
tt4633694,nm1370408,3,,Scorpion (voice)
tt4633694,nm3993304,3,,Tombstone (voice) (as Marvin Jones III)
tt4633694,nm3187683,3,,Scientist In Cafeteria (voice)
tt4633694,nm1128572,3,,Vanessa Fisk (voice)
tt4633694,nm5909774,3,,Brooklyn Friend (voice)
tt4633694,nm5973480,3,,Brooklyn Friend (voice) (as Gredel Berrios-Calladine)
tt4633694,nm3858019,3,,Brooklyn Friend (voice)
tt4633694,nm5354002,3,,Brooklyn Friend (voice) (as Kelby Alex Joseph)
tt4633694,nm6378156,3,,Brooklyn Visions Student (voice)
tt4633694,nm1695726,3,,Brooklyn Visions Teacher (voice)
tt4633694,nm0371505,3,,Brooklyn Visions Teacher (voice)
tt4633694,nm1660488,3,,Brooklyn Visions Teacher (voice)
tt4633694,nm0415846,3,,Brooklyn Visions Teacher (voice)
tt4633694,nm5201885,3,,Brooklyn Visions Teacher (voice)
tt4633694,nm1078351,3,,Brooklyn Visions Teacher (voice)
tt4633694,nm7970428,3,,Brooklyn Bystander (voice)
tt4633694,nm3107651,3,,(voice)
tt4633694,nm3110179,3,,(voice)
tt4633694,nm5000758,3,,Metaphor Man / J. Jonah Jameson (Earth-67) (voice)
tt4633694,nm0116498,3,,(voice)
tt4633694,nm1393246,3,,(voice)
tt4633694,nm8486858,3,,(voice)
tt4633694,nm0160590,3,,(voice)
tt4633694,nm1275196,3,,(voice) (as Alycia L. Cooper)
tt4633694,nm3185337,3,,(voice)
tt4633694,nm1782585,3,,(voice)
tt4633694,nm0033977,3,,(voice)
tt4633694,nm0404663,3,,(voice)
tt4633694,nm1638836,3,,(voice) (as Miguel B. Jiron)
tt4633694,nm2109725,3,,(voice)
tt4633694,nm0485670,3,,(voice)
tt4633694,nm0495412,3,,(voice)
tt4633694,nm3539772,3,,Police Officer (Earth-67) (voice)
tt4633694,nm0571443,3,,(voice)
tt4633694,nm0579914,3,,(voice)
tt4633694,nm0588087,3,,(voice)
tt4633694,nm5620984,3,,(voice)
tt4633694,nm2085466,3,,(voice)
tt4633694,nm0661490,3,,(voice)
tt4633694,nm3887139,3,,(voice)
tt4633694,nm0670780,3,,(voice)
tt4633694,nm0679690,3,,(voice)
tt4633694,nm0034791,3,,(voice)
tt4633694,nm0691129,3,,(voice)
tt4633694,nm0734989,3,,(voice)
tt4633694,nm1581621,3,,(voice)
tt4633694,nm0791561,3,,(voice)
tt4633694,nm0802275,3,,(voice)
tt4633694,nm0820298,3,,(voice)
tt4633694,nm3596979,3,,(voice)
tt4633694,nm2021857,3,,(voice)
tt4633694,nm6200172,3,,(voice) (as Jason Linere White)
tt4633694,nm7505816,3,,(voice)
tt4633694,nm0952399,3,,(voice)
tt0110413,nm0000108,1,,
tt0110413,nm0000108,2,written by,
tt0110413,nm0000606,3,,Leon
tt0110413,nm0000198,3,,Stansfield
tt0110413,nm0000204,3,,Mathilda
tt0110413,nm0000732,3,,Tony
tt0110413,nm0032216,3,,Malky
tt0110413,nm0089112,3,,1st Stansfield Man (as Willie One Blood)
tt0110413,nm0187199,3,,2nd Stansfield man
tt0110413,nm0321798,3,,3rd Stansfield man
tt0110413,nm0779685,3,,4th Stansfield man
tt0110413,nm0045937,3,,Mathilda's Father
tt0110413,nm0338746,3,,Mathilda's Mother
tt0110413,nm0716408,3,,Mathilda's Sister
tt0110413,nm0560593,3,,Mathilda's Brother
tt0110413,nm0784262,3,,Fatman
tt0110413,nm1707797,3,,Tonto (as Lucius Wyatt 'Cherokee')
tt0110413,nm0149987,3,,Bodyguard Chief
tt0110413,nm0076306,3,,Mickey
tt0110413,nm0494069,3,,Blond Babe (as Ouin-Ouin)
tt0110413,nm0449086,3,,Old Lady
tt0110413,nm0552327,3,,Receptionist
tt0110413,nm0788773,3,,Mathilda's Taxi driver
tt0110413,nm0748785,3,,Leon's Taxi driver
tt0110413,nm0110398,3,,1st Policeman
tt0110413,nm0391218,3,,2nd Policeman
tt0110413,nm0511052,3,,1st Security man
tt0110413,nm0510796,3,,2nd Security man
tt0110413,nm0670787,3,,Kid's Leader
tt0110413,nm0908203,3,,Pauly
tt0110413,nm0612750,3,,Cigarette Kid
tt0110413,nm0223418,3,,Ball Kid
tt0110413,nm0587960,3,,Orphanage Headmistress
tt0110413,nm0060799,3,,Swat Chief
tt0110413,nm0423208,3,,Swat Hostage
tt0110413,nm0900408,3,,Doctor
tt0110413,nm0539376,3,,Stairway Swat
tt0110413,nm0124887,3,,Important Jogger (as David Butler)
tt0110413,nm0489436,3,,Client #1 (as Robert Lasardo)
tt0110413,nm0327350,3,,3rd Security Guard
tt0110413,nm0830140,3,,Subway Rapper (as Willie Stiggers Jr.)
tt0110413,nm0706520,3,,Uniformed Guard
tt0110413,nm0086521,3,,Girl
tt0110413,nm0957273,3,,DEA Security Guard
tt0110413,nm0379696,3,,Cop
tt0110413,nm0669132,3,,Security Guard
tt0110413,nm0906894,3,,Policeman
tt0110413,nm0120165,3,,Bodyguard
tt0110413,nm0564315,3,,Bodyguard
tt0110413,nm0278908,3,,Newspaperman
tt0110413,nm0433214,3,,Secret Service
tt0110413,nm0069171,3,,Jogger
tt0110413,nm0216708,3,,CIA Agent
tt0110413,nm0893281,3,,Fatman Bodyguard
tt0110413,nm0939387,3,,Chinatown Boss
tt0110413,nm0938976,3,,Chinatown Boss' sidekick
tt0110413,nm0738505,3,,Bellhop #1
tt0110413,nm0711151,3,,Bellhop #2
tt0110413,nm0123951,3,,Manolo
tt0110413,nm0865356,3,,Tony's Barber
tt0110413,nm0577820,3,,Girl Chaser
tt0110413,nm0122073,3,,Stansfield man (as Jernard Burkes)
tt0110413,nm0210187,3,,Stansfield man
tt0110413,nm0618651,3,,Swat 1
tt0110413,nm0310336,3,,Swat 2
tt0110413,nm0021841,3,,Swat 3
tt0110413,nm0339568,3,,Swat 4
tt0110413,nm0598969,3,,Swat 5
tt0110413,nm0404071,3,,Swat 6
tt0110413,nm0499519,3,,Swat 7
tt0110413,nm0029272,3,,Swat 8 (as Marc Andreoni)
tt0110413,nm0458521,3,,Swat 9
tt0110413,nm0506122,3,,Swat 10
tt0110413,nm0767029,3,,Bodyguard 1
tt0110413,nm0561190,3,,Bodyguard 2
tt0110413,nm0265287,3,,Bodyguard 3
tt0110413,nm0770943,3,,Bodyguard 4
tt3416742,nm1318596,1,,
tt3416742,nm0169806,1,,
tt3416742,nm1318596,2,written by,
tt3416742,nm0169806,2,written by,
tt3416742,nm1318596,3,,Vladislav
tt3416742,nm0169806,3,,Viago
tt3416742,nm1591353,3,,Deacon (as Jonathan Brugh)
tt3416742,nm1129962,3,,Nick
tt3416742,nm2975042,3,,Stu
tt3416742,nm0291740,3,,Petyr
tt3416742,nm1101310,3,,Jackie (as Jackie Van Beek)
tt3416742,nm1901138,3,,Pauline (The Beast)
tt3416742,nm1204940,3,,Julian
tt3416742,nm6166307,3,,Policewoman
tt3416742,nm2333404,3,,Policeman
tt3416742,nm2642787,3,,Josephine (as Chelsie Preston-Crayford)
tt3416742,nm0361994,3,,Zombie
tt3416742,nm6166309,3,,Katherine
tt3416742,nm5349821,3,,Vampire Hunter
tt3416742,nm3425882,3,,Fix Attendant
tt3416742,nm2865017,3,,Vampire Witch / MC
tt3416742,nm0759819,3,,Morana
tt3416742,nm6166310,3,,Club Bouncer
tt3416742,nm6166311,3,,Child Vampire
tt3416742,nm2652312,3,,Child Vampire
tt3416742,nm6166312,3,,Phillip
tt3416742,nm2975299,3,,Big Kumara Bouncer (as Moose Kapua)
tt3416742,nm5957025,3,,Hypnotised Man / Vladislav's Victim
tt3416742,nm0301138,3,,Bouncer Richie
tt3416742,nm2315952,3,,Viago's Victim
tt3416742,nm6166313,3,,Vladislav's Victim
tt3416742,nm1055302,3,,Anton
tt3416742,nm3062853,3,,Dion
tt3416742,nm1959207,3,,Clifton
tt3416742,nm0765290,3,,Declan
tt3416742,nm2201960,3,,Nathan M
tt3416742,nm6166308,3,,Nathan G
tt3416742,nm2315127,3,,Nathan G
tt3416742,nm6651679,3,,WW2 Nazi Vampire
tt3416742,nm4341579,3,,WW2 Nazi Vampire (as Jaxon Cook)
tt3416742,nm5956991,3,,WW2 Nazi Vampire
tt3416742,nm0237246,3,,WW2 Nazi Vampire (as Matt Dravitzki)
tt3416742,nm2106881,3,,WW2 Nazi Vampire
tt3416742,nm1397194,3,,WW2 Nazi Vampire
tt3416742,nm6590835,3,,Succubus
tt3416742,nm6623225,3,,Succubus
tt3416742,nm6407089,3,,Succubus (as Ana Flaherty)
tt3416742,nm6239908,3,,Zombie
tt3416742,nm6239903,3,,Zombie
tt3416742,nm0177261,3,,Mauled Cameraman (Dave)
tt0114814,nm0001741,1,,
tt0114814,nm0003160,2,written by,
tt0114814,nm0000286,3,,McManus
tt0114814,nm0000321,3,,Keaton
tt0114814,nm0001125,3,,Fenster
tt0114814,nm0001629,3,,Hockney
tt0114814,nm0000228,3,,Verbal
tt0114814,nm0001590,3,,Dave Kujan
tt0114814,nm0000592,3,,Kobayashi
tt0114814,nm0000751,3,,Edie Finneran
tt0114814,nm0002064,3,,Jack Baer
tt0114814,nm0000445,3,,Jeff Rabin
tt0114814,nm0000860,3,,Smuggler
tt0114814,nm0107808,3,,Saul Berg
tt0114814,nm0800339,3,,Fortier
tt0114814,nm0790436,3,,Renault
tt0114814,nm0261452,3,,Dr. Plummer
tt0114814,nm0163988,3,,Dr. Walters
tt0114814,nm0402974,3,,Arkosh Kovash
tt0114814,nm0198470,3,,Translator
tt0114814,nm0167342,3,,Sketch Artist
tt0114814,nm0518385,3,,Strausz
tt0114814,nm0535084,3,,Rizzi
tt0114814,nm0003003,3,,Daniel Metzheiser
tt0114814,nm0195101,3,,Arresting Officer
tt0114814,nm0529330,3,,Cop on Pier
tt0114814,nm0255470,3,,Bodyguard #1
tt0114814,nm0694656,3,,Bodyguard #2
tt0114814,nm0672120,3,,Bodyguard #3
tt0114814,nm0060855,3,,Bodyguard #4 (as Bill Bates)
tt0114814,nm0361373,3,,Keyser's Wife
tt0114814,nm0346003,3,,Arturro Marquez
tt0114814,nm0733621,3,,Arturro's Bodyguard
tt0114814,nm0930095,3,,Old Cop
tt1345836,nm0634240,1,,
tt1345836,nm0634300,2,screenplay,
tt1345836,nm0634240,2,screenplay,
tt1345836,nm0634240,2,story,
tt1345836,nm0333060,2,story,
tt1345836,nm0004170,2,characters,
tt1345836,nm0000288,3,,Bruce Wayne
tt1345836,nm0000198,3,,Commissioner Gordon
tt1345836,nm0362766,3,,Bane
tt1345836,nm0330687,3,,Blake
tt1345836,nm0004266,3,,Selina
tt1345836,nm0182839,3,,Miranda
tt1345836,nm0000151,3,,Fox
tt1345836,nm0000323,3,,Alfred
tt1345836,nm0000546,3,,Foley
tt1345836,nm0009530,3,,Dr. Pavel (as Alon Moni Aboutboul)
tt1345836,nm0578853,3,,Daggett
tt1345836,nm1218607,3,,Stryver
tt1345836,nm0839326,3,,Captain Jones
tt1345836,nm0318821,3,,CIA Op
tt1345836,nm1404145,3,,Special Ops Sergeant
tt1345836,nm2465744,3,,Hooded Man #2
tt1345836,nm0004801,3,,Mayor
tt1345836,nm0191442,3,,Congressman
tt1345836,nm4721247,3,,Caterer
tt1345836,nm3886541,3,,Maid #2
tt1345836,nm4903197,3,,Maid #3
tt1345836,nm0498046,3,,Ross
tt1345836,nm0852668,3,,DWP Man
tt1345836,nm0254760,3,,Fr. Reilly
tt1345836,nm4561678,3,,Mark
tt1345836,nm1017334,3,,Jen
tt1345836,nm1821157,3,,SWAT in Dive Bar
tt1345836,nm2206710,3,,SWAT in Alley
